developer_name,project_name,property_type,rooms_count,area,price_total,price_per_m2,floor,completion_year,address,district
ССК,Дыхание,Квартира,4,90.2,11933000.0,132300.0,23,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
ССК,Лучший,Коммерческая Недвижимость,*,59.3,9696000.0,163500.0,4,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
Ava Dom,Небо,Квартира,3,46.9,5698000.0,121500.0,24,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
БЭЛ Девелопмент,Green Apple,Коммерческая Недвижимость,*,117.9,15268000.0,129500.0,2,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
DOGMA,МКР САМОЛЁТ,Коммерческая Недвижимость,*,44.6,6440000.0,144400.0,3,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
DOGMA,REEDS,Квартира,2,56.5,8746000.0,154800.0,3,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,Квартал САМОЛЁТ,Квартира,5,44.7,5887000.0,131700.0,22,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
БЭЛ Девелопмент,Green Apple,Квартира,1,95.1,11260000.0,118400.0,3,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ССК,Дыхание,Апартаменты,*,30.4,3843000.0,126400.0,22,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
Ava Dom,The Grand Palace,Коммерческая Недвижимость,*,86.5,21314000.0,246400.0,1,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
НЕОМЕТРИЯ,Южане,Апартаменты,*,47.5,5643000.0,118800.0,22,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ТОЧНО,Патрики,Квартира,2,96.4,11684000.0,121200.0,10,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
DOGMA,REEDS,Квартира,5,108.8,18387000.0,169000.0,16,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
ТОЧНО,Патрики,Квартира,5,119.0,16315000.0,137100.0,5,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
DOGMA,МКР САМОЛЁТ,Квартира,3,116.1,13828000.0,119100.0,6,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ССК,Фонтаны,Коммерческая Недвижимость,*,44.1,7228000.0,163900.0,3,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
DOGMA,Рекорд2,Квартира,1,70.8,8723000.0,123200.0,5,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
Ava Dom,Смородина,Коммерческая Недвижимость,*,100.3,13500000.0,134600.0,2,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
DOGMA,DOGMA PARK,Квартира,4,67.2,11720000.0,174400.0,4,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
СЕМЬЯ,Тёплые края,Квартира,2,35.7,4473000.0,125300.0,2,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
НЕОМЕТРИЯ,Айвазовский,Апартаменты,*,84.5,10470000.0,123900.0,19,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
Ava Dom,Новелла,Квартира,2,40.0,4656000.0,116400.0,20,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Сегодня,Квартира,2,66.8,8116000.0,121500.0,16,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,3,43.2,5158000.0,119400.0,22,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ТОЧНО,Васильевский остров,Коммерческая Недвижимость,*,54.4,9134000.0,167900.0,4,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
Ava Dom,Новелла,Квартира,5,87.4,11144000.0,127500.0,3,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Сегодня,Коммерческая Недвижимость,*,28.9,3763000.0,130200.0,1,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
ССК,Сердце,Апартаменты,*,105.1,12370000.0,117700.0,21,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,The Grand Palace,Квартира,1,114.9,24416000.0,212500.0,8,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
ССК,Фонтаны,Квартира,3,50.4,7368000.0,146200.0,13,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
DOGMA,МКР САМОЛЁТ,Коммерческая Недвижимость,*,112.3,19158000.0,170600.0,2,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
Ava Dom,Небо,Квартира,4,51.3,6920000.0,134900.0,19,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
DOGMA,DOGMA PARK,Квартира,4,30.1,5271000.0,175100.0,21,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
ССК,Сердце,Квартира,4,34.3,4504000.0,131300.0,24,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ТОЧНО,Патрики,Коммерческая Недвижимость,*,41.3,6893000.0,166900.0,4,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
СЕМЬЯ,Все Свои VIP,Квартира,1,104.3,12902000.0,123700.0,3,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
СЕМЬЯ,Тёплые края,Квартира,4,109.5,14136000.0,129100.0,4,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
НЕОМЕТРИЯ,Южане,Квартира,3,45.8,5844000.0,127600.0,10,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,5,86.9,11271000.0,129700.0,5,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ССК,Ракурс,Квартира,4,89.9,12020000.0,133700.0,9,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
ТОЧНО,Васильевский остров,Квартира,2,102.8,11904000.0,115800.0,16,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
Ava Dom,Новелла,Квартира,3,115.6,15109000.0,130700.0,22,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
БЭЛ Девелопмент,Green Apple,Коммерческая Недвижимость,*,50.9,7274000.0,142900.0,4,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ССК,Сегодня,Коммерческая Недвижимость,*,99.4,15874000.0,159700.0,2,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
СЕМЬЯ,Все Свои Vip,Квартира,1,33.8,3934000.0,116400.0,10,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
СЕМЬЯ,Тёплые края,Квартира,4,61.8,7657000.0,123900.0,17,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
Ava Dom,The Grand Palace,Апартаменты,*,82.8,16005000.0,193300.0,21,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
DOGMA,ПАРК ПОБЕДЫ,Квартира,5,28.1,3675000.0,130800.0,12,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
Ava Dom,Режиссёр,Квартира,4,46.1,8644000.0,187500.0,15,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
Ava Dom,Режиссёр,Квартира,2,27.3,5157000.0,188900.0,8,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
DOGMA,ПАРК ПОБЕДЫ,Апартаменты,*,91.6,10342000.0,112900.0,18,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
DOGMA,DOGMA PARK,Коммерческая Недвижимость,*,112.7,20906000.0,185500.0,1,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
Ava Dom,The Grand Palace,Квартира,2,115.4,25561000.0,221500.0,11,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
БЭЛ Девелопмент,Green Apple,Коммерческая Недвижимость,*,82.3,14147000.0,171900.0,4,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ССК,Сердце,Квартира,4,58.4,7615000.0,130400.0,7,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
DOGMA,REEDS,Квартира,1,72.7,11567000.0,159100.0,17,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,МКР САМОЛЁТ,Квартира,2,113.2,13176000.0,116400.0,20,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
Ava Dom,Смородина,Квартира,5,66.4,9196000.0,138500.0,16,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
DOGMA,DOGMA PARK,Коммерческая Недвижимость,*,119.6,27783000.0,232300.0,3,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
Ava Dom,Небо,Квартира,2,31.1,3726000.0,119800.0,14,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
НЕОМЕТРИЯ,Южане,Коммерческая Недвижимость,*,62.1,10284000.0,165600.0,2,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
СЕМЬЯ,Тёплые края,Квартира,2,55.5,6621000.0,119300.0,7,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
DOGMA,Рекорд2,Квартира,2,65.5,7788000.0,118900.0,19,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
ТОЧНО,Васильевский остров,Коммерческая Недвижимость,*,113.4,18167000.0,160200.0,4,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
НЕОМЕТРИЯ,Южане,Квартира,3,118.5,15642000.0,132000.0,5,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
DOGMA,МКР САМОЛЁТ,Квартира,1,56.4,6971000.0,123600.0,23,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
DOGMA,DOGMA PARK,Квартира,2,44.5,7405000.0,166400.0,22,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
ССК,Традиции,Квартира,5,89.0,11454000.0,128700.0,4,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
